	tweet	label
22333	despite my prior worries i am so grateful that my work lets me give back to my family even a little bit	0
22334	see you	0
22335	joy to the world instead of and	1
22336	you are right saddens me so many people are buying his and hillarys bs	0
22337	how what why why hate hate does that	0
22338	true teens poems ness quotes	0
22339	about being	0
22340	happy months my handsome baby	0
22341	successfully changing the debate thank you again	0
22342	nothing would be more dangerous than to give the impression we accept	1
22343	my night consists of watching orange is the new black	0
22344	super sexy girls striping birday sex x	0
22345	ready for drinks in the sun	0
22346	fake activist	1
22347	is this what your university stands for	1
22348	one sleep till im so excited ai ai	0
22349	see my previous tweet all are now muderous racist savages according to polly had enough today going to bed	0
22350	well be heabroken well pray well vent beg plead again nothing will happen because nothing ever happens	0
22351	your copy of hot new swiftly sharpens the fang for just	1
22352	change the world	0
22353	love getting wee thank you messaged from clients love helping people	0
22354	when your bffs bday pres is sitting in your room you just want to send it but their bday isnt till next month	0
22355	just days until my to louis ledra beach hotel paphos region itas c today	0
22356	gold money cars sex good body perfect contour big a black skin wonderful hair its the new fashion	0
22357	august holiday booked	0
22358	current 	0
22359	just got done threatening my coworker to give me money and he says black male is illegal shake my head	1
22360	tragic ma shooting in orlando if everybody in the nightclub was armed much better outcome many news cycles lost to me	0
22361	steps to and	0
22362	i am optimistic	0
22363	racial discrimination interacts with genetics impacts health among african americans	1
22364	flying to peru never been there before have heard a lot of good things south america tour	0
22365	wise words	0
22366	boob marathi nude women	1
22367	behold the people er pithy club	0
22368	so happy i finally got her	0
22369	a sunday well spent brings a week of content have a	0
22370	picture of a girl with celebrating her alone	0
22371	hoping to pa thru	0
22372	we still live in a world where pregnant women babies and children have to breathe in second hand smoke when we walk down the street	0
22373	post bridal shower bliss	0
22374	were here at for a full day of activities just preparing for our first task now	0
22375	stuck in the rat race find your freedom	0
22376	rooster simulation i want to climb the vast expanse of mountains it reached the leakage	0
22377	brent a nude makes for a very happy christmas and kerry and adrienne	0
22378	hanging out with the girls	0
22379	missing you	0
22380	a surprising read to make you gtgtgt the betrayal of ka ltltlt	0
22381	fab weekend with this one	0
22382	this motherfker needs to be in acharles paladinos racist comments spark calls for resignationa	1
22383	new video angry grandma prank call	0
22384	dont hear enough about genuine dynamic public servants amongst our v average politicians	0
22385	tomorrow is the day proud city honouring ordinary women doing extraordinary things	0
22386	love it here	0
22387	wheels are turning things are happening beyond excited right now	0
22388	need these cushions in my life	0
22389	why dont you take notice me	0
22390	new chapter stas today	0
22391	so much for the seedless watermelon bought there goes	0
22392	so much stuff happening in florida first shooting and now on a two year old kid	0
22393	i must say that is trully amazingshe changed my life with her awesome product	0
22394		0
22395	peoples affects people are but also very	0
22396	she doesnt love you as much as i do	0
22397	when a can run you the risk of looking unintentionally moredun edinburgh	1
22398	to my	0
22399	one cant know how hard to be a father untill they become someday well realise it	0
22400	lovely day with all the family for fathers day now to snuggle up with my babe for the rest of the evening aoi fathersday	0
22401	we are also excited	0
22402	is more then just a event from	0
22403	when she tells you she enjoyed the week	0
22404	good morning	0
22405	teen difference between men and women sex	0
22406	absolutely disgusting and no need	0
22407	welcome to my silly life im fcking perfect given to fly by pearl jam	0
22408	what do you expect father was a thats why he wont denounce the k or racism	1
22409	dont play with the girl	0
22410	red red a	0
22411	bday to one awasome dj rakesh many happy returns of da day hva an awasome and blessed day	0
22412	the power orange girls	0
22413	a dollar fliing with highs near	0
22414	the reason why i dont get	0
22415	oh my god coldplays last tour so glad i got to see them	0
22416	already digging in to with the women of seabreeze church in largo fl	0
22417	vandalised in in condemns act	1
22418	were happy now we have these well be with you soon ao	0
22419	listening to some by	0
22420	no comment in	1
22421	excited to travel business cla for the time though its a upgrade will miss the chauffeur service this time	0
22422	when pas of the gene pool fail	0
22423	all this hate violence during a time when we should all be accepting each other prayers for all	0
22424	d your voices sach a megical for full cover tumhocover	0
22425	situation in fallujah iraq dire as city under siege again via	0
22426	i finally found a way how to delete old tweets you might find it useful as well	0
22427	watching asians in leicester on tv using same racist language to justify brexit as far right use against them	0
22428	this is my face	0
22429	no one has commented on my blog	0
22430	plz sign	1
22431	shame my old acc forgot my paword help me to get my folowers	0
22432	tip choose to be	0
22433	wearing a jyh designed cnblue conce tee out for the time ever but that reminds me of my lost one more fa	0
22434	how is in the new independence day movie wasnt he killed off in the first film	0
22435	i am thankful for this application	0
22436	to all the great fathers out there yours is a great calling may you havea	0
22437	finds in old pockets	0
22438	vk gave it his all in yet couldnt win it for his team	0
22439	how can they make a show called where they gorge themselves with food when so many people go to bed hungry	0
22440	has a camel toe rather than a moose knuckle	0
22441	what will be will be is all that counts	0
22442	first training counselling shift at childline tomorrow	0
22443	mainstream american news at its finest they only tell you what they want you to know they only show you what they wana	0
22444	maybe i need to follow some new people my whole stream is s of aicles no conversations	0
